track_id,track_name,artist_name,album_name,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,playlist_name,playlist_type,user_label
liked_1,Liked Song 1,Artist 1,Liked Album 1,236963,0.8325495994440653,0.7461697543465025,0,-6.801117558342174,0,0.07418350573464273,0.11473239658444721,0.4326776237857754,0.1966623075097858,0.8728911847403749,142.61061873859256,56,Release Radar,discover_weekly,liked
liked_2,Liked Song 2,Artist 2,Liked Album 2,268504,0.8592587537593952,0.7940011893295658,1,-8.652976683608903,1,0.07993862216668021,0.5518974732317593,0.1200978249027248,0.08669201362460979,0.8589057746974504,133.1609651807022,68,Release Radar,release_radar,liked
liked_3,Liked Song 3,Artist 3,Liked Album 3,211955,0.8432441467640714,0.7837368561530329,4,-11.914875795986662,1,0.055501860644734766,0.49280988201939757,0.35142047179942915,0.06147029574724075,0.8782694533257032,156.0637635065071,32,Discover Weekly,release_radar,liked
liked_4,Liked Song 4,Artist 4,Liked Album 4,242253,0.717030260968105,0.7657000023246304,3,-7.2233788919773465,0,0.05206123468285956,0.2998280238843159,0.271305850055968,0.08394930622461913,0.8644984360557624,101.29553703669684,30,Discover Weekly,release_radar,liked
liked_5,Liked Song 5,Artist 5,Liked Album 5,244519,0.8237334662011686,0.685466595739581,9,-6.4880246125890615,1,0.07154035829098743,0.23472867348685914,0.32016512528055896,0.2585800756167255,0.7656038101637872,72.57606170535306,21,Release Radar,release_radar,liked
liked_6,Liked Song 6,Artist 6,Liked Album 6,197704,0.8444952474016398,0.7643672666238673,11,-13.08911800441686,1,0.04280370534735939,0.7876291459897223,0.3213048282166332,0.06230890684766511,0.7525427621616291,156.36687929853605,89,Discover Weekly,discover_weekly,liked
liked_7,Liked Song 7,Artist 7,Liked Album 7,157835,0.7211296213437899,0.8158131661304338,6,-9.241590211216394,1,0.06327454294291851,0.24398896787107507,0.2882827281437525,0.23586006213450497,0.93407519636155,102.43742821389844,76,Release Radar,discover_weekly,liked
liked_8,Liked Song 8,Artist 8,Liked Album 8,298073,0.8261194177300342,0.7436493398621487,10,-13.168746697318227,1,0.036651720457919174,0.35564629781212354,0.42421739188397767,0.04190406375921355,0.9400593266115298,98.01068143878376,50,Discover Weekly,release_radar,liked
liked_9,Liked Song 9,Artist 9,Liked Album 9,261669,0.7031557152239681,0.7796223142302827,8,-13.984833323688585,0,0.08151797493613283,0.7667280001382426,0.08655984850293474,0.009427136972574723,0.9436231262033459,149.29565300419165,68,Release Radar,discover_weekly,liked
liked_10,Liked Song 10,Artist 10,Liked Album 10,224352,0.7028532279552703,0.6893875281427507,4,-13.327739654877396,1,0.03708450548181538,0.31197557812992455,0.013012345725052221,0.28179700181062284,0.7620821128137858,139.2853100482452,30,Discover Weekly,release_radar,liked
liked_11,Liked Song 11,Artist 11,Liked Album 11,175900,0.772655253555656,0.6969715255147029,6,-10.6501492402943,1,0.0730234217059761,0.5001692149816143,0.21433135869057396,0.17508785470325774,0.8744893065336986,134.96586860045358,69,Discover Weekly,discover_weekly,liked
liked_12,Liked Song 12,Artist 12,Liked Album 12,240277,0.751058917425991,0.8034955330266843,9,-13.112943741687989,0,0.09418574805783647,0.05016032205608374,0.24028483154640196,0.15129673967206006,0.7933689194990827,141.30744182004415,75,Release Radar,discover_weekly,liked
liked_13,Liked Song 13,Artist 13,Liked Album 13,244926,0.7119743657128692,0.745699494134547,2,-9.518617294537846,0,0.07852782431955455,0.39738637166411606,0.06725388811724226,0.2258309953514641,0.8903368067789729,122.79695019892553,54,Release Radar,release_radar,liked
liked_14,Liked Song 14,Artist 14,Liked Album 14,182249,0.8614700083610423,0.711535546068698,9,-12.005682555512802,0,0.08930195768228652,0.25114733340477535,0.23065521460326832,0.045848727096998575,0.7802481816919737,74.74187773749185,35,Release Radar,discover_weekly,liked
liked_15,Liked Song 15,Artist 15,Liked Album 15,234045,0.854868559473499,0.798664140205644,1,-13.200092657922847,0,0.06082256599333877,0.46153802891554135,0.4544316294027916,0.06980020930023108,0.8135060983183431,90.70028051938283,74,Release Radar,release_radar,liked
liked_16,Liked Song 16,Artist 16,Liked Album 16,296401,0.8403632739860318,0.7401329391483429,11,-9.616961523137237,0,0.0875198947489744,0.029981536771941465,0.06560952871508224,0.1558283559203431,0.8230317984472466,91.90356394252774,89,Discover Weekly,discover_weekly,liked
liked_17,Liked Song 17,Artist 17,Liked Album 17,168509,0.8222041484898799,0.7898601067478641,2,-9.493373276201499,1,0.0647845661695513,0.7524246438231004,0.07629768598737319,0.2934498430687904,0.8480819313674358,101.30801720251037,65,Release Radar,release_radar,liked
liked_18,Liked Song 18,Artist 18,Liked Album 18,159122,0.8691700370560662,0.8229605365172872,3,-14.076494084293174,1,0.03852406336196586,0.47142594483649947,0.4540598491689295,0.10838315938392197,0.9011720547236073,79.68030916694629,59,Discover Weekly,release_radar,liked
liked_19,Liked Song 19,Artist 19,Liked Album 19,259982,0.7742208672429705,0.7144919470718194,9,-6.758433877608356,1,0.04181165759185131,0.01939452436909486,0.03382146101719047,0.21062945939947428,0.8684694705025732,136.1760696769555,33,Release Radar,release_radar,liked
liked_20,Liked Song 20,Artist 20,Liked Album 20,245309,0.8824202344799407,0.791344493503646,6,-14.851389942094702,1,0.052967469595628786,0.14788746514140624,0.1283439353597403,0.09452107629684103,0.8265413431064622,143.93107370290747,24,Discover Weekly,release_radar,liked
liked_21,Liked Song 21,Artist 21,Liked Album 21,263069,0.7981639742226226,0.7413019945394569,9,-11.298977257507442,0,0.04368106757261174,0.7797167829402616,0.2661852558367296,0.05112157077857044,0.7921168794755781,97.67382444761533,53,Discover Weekly,discover_weekly,liked
liked_22,Liked Song 22,Artist 22,Liked Album 22,257930,0.8711255179418278,0.6757161576266123,3,-13.16562363288041,0,0.05610404741982843,0.09196098136329418,0.11984692675450348,0.033942305208456446,0.8498159343184618,153.4361383930238,43,Discover Weekly,discover_weekly,liked
liked_23,Liked Song 23,Artist 23,Liked Album 23,212548,0.7333751014592814,0.6910934242046872,2,-10.340209998245927,0,0.06978439552799481,0.6348343229283795,0.4979084277307691,0.22318103668841652,0.9459003200085367,97.67701158050272,34,Discover Weekly,release_radar,liked
liked_24,Liked Song 24,Artist 24,Liked Album 24,210214,0.736965411284222,0.7308871649095248,3,-11.717157555882318,0,0.06728975096110813,0.5940329866157551,0.4148731329593943,0.23549205967509435,0.8219529064592441,159.42225458581223,30,Discover Weekly,release_radar,liked
liked_25,Liked Song 25,Artist 25,Liked Album 25,154741,0.7833261463755539,0.7189523735339957,5,-11.836980504447475,0,0.09373811421338009,0.6817054910608054,0.48658201075544244,0.07665788368352784,0.779302555134847,133.209319931547,75,Discover Weekly,release_radar,liked
liked_26,Liked Song 26,Artist 26,Liked Album 26,170592,0.7275392876043902,0.8256578431394319,6,-11.114578690493182,0,0.0695937206293055,0.5128429948202521,0.18572116772741398,0.2697626793308828,0.9274498005835432,78.37019696182725,23,Discover Weekly,release_radar,liked
liked_27,Liked Song 27,Artist 27,Liked Album 27,262833,0.7538550788612589,0.7227324789718013,5,-12.308299799084068,1,0.0676378979062021,0.16449977865733834,0.05848898417617343,0.04078575022116053,0.8524910399580521,146.85536782929927,82,Discover Weekly,release_radar,liked
liked_28,Liked Song 28,Artist 28,Liked Album 28,214538,0.8231114242754818,0.8157794780523411,3,-13.344255033661579,0,0.09111523261894253,0.5393518786487158,0.22990898174631552,0.10137169657123972,0.7641592822472766,116.9604683102148,20,Release Radar,discover_weekly,liked
liked_29,Liked Song 29,Artist 29,Liked Album 29,187893,0.8788712658690092,0.8494086751299084,7,-5.515380584638542,0,0.08824739476160656,0.28325632301304177,0.18184953498845613,0.17607878540686353,0.9120985703796427,149.19425398559227,67,Release Radar,release_radar,liked
liked_30,Liked Song 30,Artist 30,Liked Album 30,288683,0.7478459123264629,0.6735031835819869,2,-11.212006902069547,0,0.07651518574024041,0.7088083279832201,0.2351055671392575,0.04416604910202105,0.7555000355517988,113.29926963735087,72,Discover Weekly,discover_weekly,liked
liked_31,Liked Song 31,Artist 31,Liked Album 31,299113,0.7867708927576467,0.8156895320545079,4,-14.859344955056962,0,0.04012937217818262,0.0009544698234235761,0.407645855945574,0.03291300134695787,0.9133274134366935,81.33914478425424,81,Release Radar,release_radar,liked
liked_32,Liked Song 32,Artist 32,Liked Album 32,197770,0.7470603015746178,0.8359487196557255,9,-5.6686917503945935,0,0.07814912116492627,0.46596334425047586,0.30092586511106956,0.262039818061983,0.8332447945738791,107.61160580787858,44,Release Radar,release_radar,liked
liked_33,Liked Song 33,Artist 33,Liked Album 33,278171,0.8974311798696302,0.707438070022611,0,-11.575022522414937,1,0.07917458862613858,0.6685646301322258,0.1666576924177669,0.2797278293551187,0.7890274508085406,157.46941184481992,46,Release Radar,discover_weekly,liked
liked_34,Liked Song 34,Artist 34,Liked Album 34,214987,0.8853046414366479,0.804405745526776,8,-7.065652671504829,1,0.07218589927345831,0.26772745017720684,0.24415252276392652,0.016947475001392896,0.7897285166313381,155.36622640567543,37,Discover Weekly,release_radar,liked
liked_35,Liked Song 35,Artist 35,Liked Album 35,234151,0.7382961515006197,0.8027627863269355,3,-12.446710617051561,1,0.05329955993015431,0.3017759657175487,0.059687923619987315,0.29311434765781164,0.8736370606016184,132.8393374794145,87,Discover Weekly,discover_weekly,liked
liked_36,Liked Song 36,Artist 36,Liked Album 36,240449,0.7199736896947014,0.7858436700419813,9,-8.66981203038452,0,0.041008601678683344,0.5103539343808104,0.18531905534322668,0.2552536738822674,0.8858374004870755,138.7645174415024,47,Release Radar,discover_weekly,liked
liked_37,Liked Song 37,Artist 37,Liked Album 37,246505,0.8253360847478174,0.7032451210931329,9,-12.402414281205822,0,0.03564494492094232,0.13798523147774197,0.3086145235132515,0.13717639867815506,0.9133938482920042,83.50275282109126,67,Release Radar,release_radar,liked
liked_38,Liked Song 38,Artist 38,Liked Album 38,159099,0.8730581507417188,0.6831740872724831,0,-8.692234901791597,0,0.03448042340432479,0.7617459096379244,0.447855255377397,0.04798976222490836,0.8012953962436953,75.95625874325543,23,Release Radar,release_radar,liked
liked_39,Liked Song 39,Artist 39,Liked Album 39,283731,0.8521652426741088,0.7384136083776387,2,-8.077903345078317,1,0.0931130276531702,0.0247261437028091,0.4127506706541902,0.0024939008057557333,0.8189321772292862,125.6426346171087,86,Discover Weekly,release_radar,liked
liked_40,Liked Song 40,Artist 40,Liked Album 40,281737,0.7052660361811394,0.8226259844181362,9,-9.744733872666593,0,0.08324040467121985,0.24486011595091306,0.20569825500573574,0.14585890383220396,0.9427736074351868,77.89365897949624,25,Discover Weekly,discover_weekly,liked
liked_41,Liked Song 41,Artist 41,Liked Album 41,217280,0.7605917442270533,0.7467806834131312,4,-8.598512665570503,1,0.07809901691425801,0.5116371567659479,0.3218488934093778,0.21546961720277902,0.8273240547788981,111.43956098698288,28,Release Radar,discover_weekly,liked
liked_42,Liked Song 42,Artist 42,Liked Album 42,230517,0.7857416837826148,0.7665778750516697,3,-14.029438693952265,0,0.06260557358664527,0.05612921509586713,0.43729259992358943,0.14111849549877906,0.9024593858244772,117.45058873204952,45,Release Radar,release_radar,liked
liked_43,Liked Song 43,Artist 43,Liked Album 43,281539,0.7752234663937132,0.7035730572775601,7,-10.8461051314297,0,0.0853919658052946,0.6546971652446517,0.45318748458322783,0.1511170038715522,0.7548721871524404,137.48746895077625,22,Release Radar,release_radar,liked
liked_44,Liked Song 44,Artist 44,Liked Album 44,285305,0.84475986198118,0.7289531373968039,3,-14.824760252303909,1,0.055439269359228306,0.3230231026188987,0.31488950448925096,0.20532272650504182,0.8533087804489641,110.91887342535068,56,Release Radar,discover_weekly,liked
liked_45,Liked Song 45,Artist 45,Liked Album 45,230968,0.8267449220358097,0.7786177288980594,1,-6.8566735981865214,1,0.034131491854622366,0.4797112777654448,0.0049714363756678814,0.03190809993394126,0.7514169876268298,123.37308631522598,23,Release Radar,release_radar,liked
liked_46,Liked Song 46,Artist 46,Liked Album 46,261506,0.7733922654789963,0.6976176121250912,8,-9.211215828148728,1,0.05996566310719393,0.0793078672275926,0.47212120319806916,0.033956301067664826,0.8970453754356214,92.28793659104318,59,Release Radar,release_radar,liked
liked_47,Liked Song 47,Artist 47,Liked Album 47,194982,0.8401649895659131,0.8012556830504896,8,-9.460074360992103,1,0.07313243550254353,0.774704355628498,0.09108513345408364,0.031242484978650075,0.775207778939069,112.45128993682818,74,Release Radar,discover_weekly,liked
liked_48,Liked Song 48,Artist 48,Liked Album 48,275995,0.7736774118080524,0.6671080187049023,0,-12.204260436122457,0,0.0651165695144852,0.36408073450965994,0.4099328550635994,0.06477002838744658,0.9248196904142875,90.58077793985646,57,Release Radar,discover_weekly,liked
liked_49,Liked Song 49,Artist 49,Liked Album 49,229346,0.7453240715919398,0.6945014981276129,8,-6.140012936887636,1,0.05234298257904105,0.6996728487581712,0.353286410877479,0.2413803191059506,0.9441012357243159,70.87060411842984,76,Release Radar,discover_weekly,liked
liked_50,Liked Song 50,Artist 50,Liked Album 50,196249,0.8007635072060021,0.7639523543531483,9,-8.67751424251427,1,0.09795841268524132,0.7859454522928928,0.229873286972675,0.10671732419354549,0.843798175294272,114.0730444198193,61,Discover Weekly,discover_weekly,liked
neutral_1,Neutral Song 1,Artist 1,Neutral Album 1,271268,0.45228430957377974,0.5410855228791146,6,-7.654415277857495,1,0.0715166282343,0.5784278979797527,0.24608243548023295,0.1286958268853202,0.5785121961478158,132.23640712118913,22,Discover Weekly,release_radar,neutral
neutral_2,Neutral Song 2,Artist 2,Neutral Album 2,212435,0.5706774839704348,0.46416793574235077,11,-10.437941736758624,0,0.07243081209524285,0.3352650126177613,0.0007580239586237325,0.16087025936926413,0.4577025413137288,106.90137266166612,23,Release Radar,release_radar,neutral
neutral_3,Neutral Song 3,Artist 3,Neutral Album 3,274047,0.5971700841535539,0.40664268979874396,4,-14.486008542020162,0,0.059328791814466306,0.19809215575925113,0.4448140935206765,0.25861606013241856,0.505898698304548,87.1204058586041,40,Release Radar,release_radar,neutral
neutral_4,Neutral Song 4,Artist 4,Neutral Album 4,152829,0.4815601733849467,0.5701155563577106,0,-11.898235822248928,0,0.07327529515031028,0.18835260931885137,0.32429710932034056,0.09448039124175911,0.4878712602333156,149.60132674076544,43,Release Radar,discover_weekly,neutral
neutral_5,Neutral Song 5,Artist 5,Neutral Album 5,176944,0.45708609669832645,0.5999532621192477,9,-14.258803539015194,1,0.0571461977808534,0.7094595579633105,0.47455266834330867,0.23184960572051994,0.41463638740757325,130.9006463055486,38,Release Radar,release_radar,neutral
neutral_6,Neutral Song 6,Artist 6,Neutral Album 6,285548,0.430893323120953,0.5466241902787811,5,-5.712130830603222,0,0.09312127836936247,0.6763944018903791,0.44110691816546105,0.10015116446742162,0.5621875711102615,106.51757397897023,28,Discover Weekly,release_radar,neutral
neutral_7,Neutral Song 7,Artist 7,Neutral Album 7,258812,0.5038558350897558,0.5283495847541159,4,-8.469384130740044,0,0.06547499606946088,0.523032716183782,0.1589338886735121,0.1473242317893797,0.46499022943654333,144.72552112380032,55,Discover Weekly,discover_weekly,neutral
neutral_8,Neutral Song 8,Artist 8,Neutral Album 8,237463,0.5847430906165018,0.5895020251842912,4,-11.096398468575805,1,0.08726084390356982,0.27157873975678765,0.0925746133611619,0.1544318685319819,0.45779937159933715,82.99573229449142,68,Discover Weekly,discover_weekly,neutral
